baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ILMN_1762337,940.309548164923,-0.011758350906614,0.257278735699296,-0.0457027700896238,0.963547155906097,0.999306249986191
ILMN_2055271,115.184858033215,0.154610047569103,0.0843733747102552,1.8324506765321,0.06688430385774,0.689514578353153
ILMN_2383229,55.6037428512603,-0.115294255543325,0.166625898947073,-0.691934784879672,0.488978284672631,0.964530090835695
ILMN_1806310,56.9812143234999,0.00902956216809415,0.0939175137591946,0.0961435392257724,0.923406572147147,0.999306249986191
ILMN_1779670,56.2492830058579,-0.161909905339721,0.0922653926995401,-1.75482811704901,0.0792887126397229,0.716985057138418
ILMN_1717783,261.346606089923,-0.291566440251671,0.317936421392216,-0.917058948373789,0.359111751152205,0.93581085883666
ILMN_1814316,532.025380911915,0.35781509618868,0.378444484833856,0.945488996479277,0.344409285830169,0.930887436377338
ILMN_2359168,720.292207377663,0.355822495646319,0.403700374642087,0.881402441010327,0.378100036941649,0.942590380495007
ILMN_1731507,79.9081061072497,-0.138771472995056,0.225512001490562,-0.615361808142457,0.538315807549754,0.969671845431866
ILMN_1787689,75.5147182043742,-0.163492749351127,0.10356712168698,-1.57861632811681,0.11442408714738,0.769604174283112
ILMN_3241953,302.598806183441,-0.0467205789264796,0.22300107368243,-0.20950831381652,0.834051445911205,0.99671725287684
ILMN_1745607,8068.27275906725,-0.145824860600849,0.113702466124657,-1.28251273319767,0.199662841108706,0.870977702496078
ILMN_2136495,168.713230610757,0.533923650788612,0.334383606375793,1.59673991370429,0.110323694598447,0.766231693967118
ILMN_1668111,47.8697182488408,0.395542609988975,0.131840519728326,3.00015966869701,0.0026983811472474,0.181617443244756
ILMN_2295559,51.1335546421017,0.0340361116139128,0.0894987143893409,0.380297212604056,0.703724804391154,0.990285265357885
ILMN_1735045,1977.23860930054,-0.0075227948118242,0.237557843772695,-0.0316672128874107,0.974737442091631,0.999306249986191
ILMN_1680754,75.2972359497432,0.0262556174556474,0.0613097333814742,0.428245500470256,0.668472392769994,0.985775041774183
ILMN_2375184,50.8161267385066,-0.102791183577687,0.0931168108149758,-1.10389501828982,0.269638680134427,0.900201030702424
ILMN_1659452,73.6517177975517,-0.0332276395381797,0.086776741643485,-0.382909509032878,0.701786860552158,0.990285265357885
ILMN_1767388,58.8822500771911,-0.0938575397033211,0.111836737956881,-0.839237100598444,0.401336271817839,0.943609846439361
ILMN_1673870,53.731814665064,-0.122991015629925,0.0945626356444632,-1.3006301568449,0.19338507944388,0.867222496173023
ILMN_1755321,3085.43484433218,-0.00737939520237484,0.199824079217512,-0.0369294593087665,0.970541250630791,0.999306249986191
ILMN_1698554,1566.53477944712,0.0382267712833778,0.127975742018753,0.298703259542548,0.765166469785512,0.993414061904902
ILMN_1760414,111.782802194924,0.355073702663184,0.241475039356038,1.47043646254325,0.141443582077608,0.810697427160697
ILMN_2061446,218.124884142877,-0.034105843446441,0.172494570265359,-0.197721258089305,0.843263156502584,0.99671725287684
ILMN_1676336,936.806132440989,0.0386306411799267,0.221344900779248,0.174526908204919,0.861451385577286,0.997295570869278
ILMN_1752884,53.4302396676161,-0.0544475399186485,0.0956934128105806,-0.568978974826869,0.569370408447253,0.974363327524464
ILMN_1668851,50.3816220690235,0.0394069367301586,0.100628540282897,0.39160795356242,0.695347910283834,0.989159582879983
ILMN_2270015,277.542774139585,0.0947933008470202,0.261511469527098,0.362482383730392,0.716991585499673,0.992316469075866
ILMN_1809959,60.3421455023534,-0.288476161533458,0.179786561849384,-1.60454796268438,0.108593321188612,0.763847096015368
ILMN_2357031,253.718975888067,0.124806207372983,0.218668940605402,0.570754159358194,0.568166300517668,0.974363327524464
ILMN_3237396,8312.47363798117,0.166837959978214,0.123073021753507,1.35560139501864,0.175226027756229,0.850830622402661
ILMN_1688755,2264.91105983402,0.129409031583969,0.168304380850661,0.768898770964229,0.44195340709878,0.95404442125494
ILMN_1689211,673.808349545104,-0.0739540503246695,0.205543563142837,-0.359797452150215,0.718998608663747,0.992630800886143
ILMN_1653165,714.589019200107,-0.060024640560058,0.121307936302441,-0.494812148237414,0.620732728294457,0.977405637699735
ILMN_1662364,16950.4911250384,0.0903022498098077,0.0815296585429024,1.10760000009431,0.268034603403813,0.900128424248808
ILMN_1674698,4011.90517594976,-0.00253815507175014,0.0741346355762274,-0.0342371018893096,0.972688080843772,0.999306249986191
ILMN_1700461,2765.73061276172,0.278621952920206,0.214832856293507,1.2969243053751,0.194657232698812,0.867379335574008
ILMN_1784269,2365.91897642591,0.190694172926979,0.148789449968481,1.28163773014401,0.19996975818285,0.870977702496078
ILMN_2096191,343.52246091161,0.473664255396953,0.229054774049721,2.06790824317913,0.0386486521386703,0.58340023424989
ILMN_1678323,1255.10118915396,0.128539131556392,0.255032240723987,0.50401130143975,0.614253435278653,0.977068617157083
ILMN_2157219,77.6599314095536,-0.00430470551475088,0.0854059206151337,-0.0504028934264318,0.959801330698171,0.999306249986191
ILMN_1703743,11423.8411103296,0.0840933744025836,0.145441421841843,0.578194116487868,0.563133070537253,0.972771697789727
ILMN_1687609,179.341575722618,-0.175439867458336,0.279622602027155,-0.627416618636922,0.530386177008507,0.969671845431866
ILMN_2068874,118.793845078383,0.25448403470159,0.262790041568968,0.968392992299907,0.332848137934793,0.92649657103221
ILMN_1670117,54.8922751435656,0.116553220052529,0.0879936600286303,1.32456383806068,0.185315856529838,0.86130911246451
ILMN_1805104,432.288864613798,0.106906266359266,0.27875536158745,0.383512861422496,0.701339535888327,0.990285265357885
ILMN_2404407,1626.27132901462,0.150554887045623,0.231706052548438,0.649766742774877,0.515842904305934,0.968428214878715
ILMN_1766054,8713.23205015417,-0.01919262175271,0.095696320334829,-0.200557573013858,0.841044535750699,0.99671725287684
ILMN_1753388,592.406341918654,0.0739746558062569,0.227427561033536,0.325266891444828,0.744979086424637,0.992803405975265
ILMN_2070570,121.375482592665,-0.0794371131086426,0.157603015678251,-0.504032951189301,0.614238221775759,0.977068617157083
ILMN_2232084,101.054956390955,0.044308755852301,0.157045599344664,0.282139429803809,0.777836600204774,0.994415147009505
ILMN_1750250,63.3079822753915,-0.272822034805631,0.140575481049966,-1.94075120901531,0.0522884616956558,0.645916102462398
ILMN_2361400,81.640787953791,-0.407766909893306,0.176907995193018,-2.30496597651455,0.0211684789948624,0.480064764957137
ILMN_1704579,66.4706695009029,-0.209861658549499,0.165363025342067,-1.26909663218475,0.204406601317602,0.875025668017934
ILMN_1687636,269.099536742604,-0.554143408434122,0.32807643497925,-1.68906800169652,0.0912063990557225,0.737484351262405
ILMN_1747627,856.664123602095,-0.114430697571921,0.239665853394461,-0.47745932910844,0.633035075410829,0.978802885710912
ILMN_1758523,3107.25772673662,-0.0548557564359145,0.152745415547186,-0.359131933612557,0.719496393382178,0.992803405975265
ILMN_1794965,759.131501866098,-0.0350064309566637,0.313847795693713,-0.111539515131172,0.911188532533789,0.999306249986191
ILMN_1722286,566.835472012624,-0.347908184030911,0.358845982273433,-0.969519518727152,0.33228604637704,0.926404768328906
ILMN_1784176,491.090630265601,-0.393629336742891,0.199404411080232,-1.97402522146068,0.0483788751568027,0.630404819753145
ILMN_1749001,116.985243685066,-0.0598523501704774,0.164564455692606,-0.36370156555725,0.716080874164104,0.992316469075866
ILMN_1701551,514.627001543509,-0.0561353071906356,0.30568452753229,-0.183638039006426,0.854297419748442,0.997295570869278
ILMN_1795507,542.600509676742,0.0860192407729788,0.307125086872413,0.280078848813524,0.779417011754251,0.994415147009505
ILMN_1729894,53.6401391073107,0.179761234774701,0.124233560682846,1.44696194640682,0.147907581744012,0.81723377135607
ILMN_1743205,404.608400020991,0.354072830055111,0.280705460200391,1.26136780453912,0.207176362353158,0.875025668017934
ILMN_2259319,74.8226289663431,-0.384146614902833,0.185086569136134,-2.07549697795894,0.0379404986557575,0.58047433669545
ILMN_2129886,1823.77991019621,-0.306457308187712,0.253255900101007,-1.21006976763616,0.226252122759009,0.88441204315649
ILMN_1796801,308.74427990935,-0.0146608091042273,0.272147465686869,-0.0538708272267945,0.957038079404063,0.999306249986191
ILMN_1720501,261.265600464296,0.0703206325474418,0.28191446428466,0.249439604760529,0.803020752914295,0.99671725287684
ILMN_1668446,481.841387539995,-0.228769998826522,0.241794140913571,-0.946135410734769,0.344079524601229,0.930794554808356
ILMN_1812070,321.420804356912,0.136720786967938,0.299727802087082,0.456149833335165,0.648282237230483,0.982378428949402
ILMN_2094875,173.688750217155,-0.177619780680773,0.344079112885395,-0.516217852316814,0.605702263030999,0.976663756880282
ILMN_1665730,1106.1649065173,0.186910931264682,0.152741656355744,1.22370632690637,0.22106303205336,0.882364942614683
ILMN_2232066,56.5553198625899,-0.0380932598172557,0.105176488326999,-0.362184176551149,0.717214403304429,0.992316469075866
ILMN_1767349,68.5289308066428,-0.0232321475296373,0.16824730765973,-0.138083324201674,0.890174564879693,0.998782750826857
ILMN_2193980,1540.93406093333,-0.122590960244552,0.197491600725491,-0.620740121575857,0.534770626460384,0.969671845431866
ILMN_1687840,3327.96686503479,0.00156798004990477,0.0953134270585107,0.0164507782197594,0.986874770057281,0.999306249986191
ILMN_2102422,601.908494014458,-0.257039903029891,0.281529846369728,-0.913011200568501,0.361236650788961,0.93581085883666
ILMN_1788928,58.6274757939311,-0.108750618497906,0.0981311167096572,-1.10821747621265,0.267767905076884,0.900128424248808
ILMN_2343047,1185.15897448271,-0.320762998838847,0.254398029671406,-1.26087060993814,0.207355468624932,0.875025668017934
ILMN_2343048,1646.78206543542,-0.266282482953979,0.191539710587525,-1.39022076485962,0.16446184982986,0.838225850680958
ILMN_2335302,2628.09920407035,0.43271541921596,0.183966990705016,2.35213620420526,0.0186659386025431,0.463542839071947
ILMN_1802404,2216.65311301327,0.0129473265517414,0.191403158299033,0.0676442680821052,0.946068815246183,0.999306249986191
ILMN_1776119,879.25621256161,0.06041671749342,0.257228079795662,0.23487605840472,0.814304932431814,0.99671725287684
ILMN_2358714,50.4064407331165,-0.0976848989014704,0.136490071354279,-0.715692342543476,0.474181340119767,0.961996122799359
ILMN_1732140,117.270758944746,-0.1082614252659,0.101466695379849,-1.06696512447374,0.285987584802847,0.904382787244515
ILMN_1713008,110.947717074853,-0.525654732052814,0.223773277652122,-2.3490505102669,0.0188213534112741,0.464462517508714
ILMN_1762093,59.5964952524269,-0.0690390997922588,0.118852485930227,-0.580880570161473,0.56132094829423,0.972529627630225
ILMN_1774344,73.7571002936794,-0.0957150312728207,0.108447551158953,-0.882592831741583,0.377456302941996,0.942590380495007
ILMN_1676278,84.9399834113137,0.0685400095748863,0.15863683944092,0.4320560710642,0.665700661186882,0.985550362154924
ILMN_1677814,950.958786063132,-0.374828467076599,0.257511728280182,-1.45557823552321,0.145509248233048,0.815332527241647
ILMN_1788457,175.69084111873,0.407288895596186,0.311273932531651,1.30845809118556,0.190717980309495,0.864654211327608
ILMN_2194009,423.393819877006,0.068874943117829,0.210602340283899,0.327037881084242,0.743639234170616,0.992803405975265
ILMN_2302358,616.970086319032,0.562709202666913,0.365133534681886,1.54110523745008,0.12329117538628,0.788391747757994
ILMN_1706531,3346.64010008322,0.220240294160029,0.149878190013092,1.46946192865547,0.141707540781786,0.810973880319534
ILMN_1651964,1336.3575576611,0.0162592986596769,0.217117073907062,0.0748872410957268,0.940304428181038,0.999306249986191
ILMN_1778352,84.503552900903,-0.250155656610681,0.166751983303435,-1.50016600495526,0.133571406765921,0.805954094180104
ILMN_1725414,78.3541792020264,-0.194139487317855,0.11650430724091,-1.66637175839696,0.0956393922282539,0.741705628494527
ILMN_2293902,71.0469260223977,0.204894191557713,0.1131029257424,1.81157286792363,0.0700522204107245,0.696813344231096
ILMN_1801521,110.656464382755,-0.391756884342716,0.217592825394647,-1.80041269114544,0.0717954983625533,0.700550919815653
ILMN_2406654,93.9395651942261,-0.22714969222097,0.189431328102923,-1.19911365504208,0.230483755189495,0.885450690804652
ILMN_3246902,64.3599515778484,0.0593331473066355,0.0626730841396665,0.94670859302874,0.343787290514265,0.930794554808356
ILMN_3244070,65.7066178528082,-0.0128326582095781,0.086035197721074,-0.149155910016986,0.88143060944492,0.998341668202881
ILMN_1767129,154.727960805329,-0.454567315239498,0.321101941746631,-1.41564798009904,0.15687859602779,0.82614971779537
ILMN_1746196,94.9304016450969,-0.109804980389344,0.123592627865725,-0.88844280023433,0.374302611308719,0.941470684427534
ILMN_2366473,116.029692769141,-0.20785295191364,0.148181635745508,-1.40269035948971,0.160709193343024,0.830621238537293
ILMN_1751453,3723.01389630015,-0.177109329900761,0.238930628194424,-0.741258377961667,0.45853679315558,0.959021663763433
ILMN_1772189,469.854312965825,-0.966376739682616,0.358370618290339,-2.69658473759055,0.00700545711661912,0.296773828174187
ILMN_1652959,89.7330308179046,-0.337082055389018,0.156693765182978,-2.15121549345243,0.0314591946924709,0.548574468223976
ILMN_2198897,66.2930209536178,-0.394637356513512,0.159070338814633,-2.48089844690272,0.0131051703965131,0.399597229721819
ILMN_1674032,111.691609883915,0.116882719942569,0.116491472415119,1.00335859371796,0.315687874613678,0.918494613407845
ILMN_2343917,107.477491558952,-0.117398452198709,0.145229078267865,-0.80836739858787,0.418879113752639,0.947958172790665
